ItemCode,ItemName,ItmsGrpCod,InvntItem,SellItem,PrchseItem,LineRefs
50000048,RUMBLER 18PD INNER CUP 1ST OPERATION DIE,112,N,Y,Y,0
12000829,INSULATED VESSEL SMALL INNER CIRCLE CUTTING,114,Y,Y,Y,44
12001485,HOTPACK -1000ML BOTTOM REVET,114,Y,Y,Y,0
50000052,DACE DOUBLE DELIGHT 1.5LTR BOTTOM TRIMMING RAM,112,N,Y,Y,0
12001519,IDLY COOKER 4 PLATE BOTTOM SPOT WELDING,114,Y,Y,Y,0
12001520,IDLY COOKER 4 PLATE BOTTOM CURVE SPOT WELDING,114,Y,Y,Y,0
50000053,DACE DOUBLE DELIGHT 1.5LTR BOTTOM GROOVING RAM,112,N,Y,Y,0
50000161,"RUBY BOTTOM BLANK,DRAW,TRIMMING COMBINATION TOOL",112,N,Y,Y,0
50000097,INTERIOR WORK  - TANEIRA,112,N,Y,Y,0
50000101,IT EQUIPMENTS  - TANEIRA,112,N,Y,Y,0
12000228,"IDLY COOKER BIG PATHAM - CIRCLE CUTTING-4""",114,Y,Y,Y,347
50000099,ELECTRICAL EQUIPMENTS - TANEIRA,112,N,Y,Y,0
12001634,SAIL-Deep Dabba no 10 Bottom Shear Cutting,114,Y,Y,Y,6
12000260,4 LAYER LUNCH BOX - BIG SEMIPACKED,114,Y,Y,Y,6
50000162,"RUBY INNER PLATE BLANK,DRAW,CURLING COMBINATION TOOL",112,N,Y,Y,2
17000003,PATTA-1.00 MM-11.5,115,Y,Y,Y,0
17000026,6 CIRCLE 0.40MM J4,115,Y,Y,Y,0
17000023,SS - 430 1.50mm,115,Y,Y,Y,68
17000040,J - T 1.50MM X 1250MM COIL,115,Y,Y,Y,0
12001604,SLICER LADDLE - BLANK CUTTING,114,Y,Y,Y,0
17000045,"PATTA-1.00 MM-11"" (J8)",115,Y,Y,Y,0
17000046,"PATTA-1.00 MM-13"" (J4)",115,Y,Y,Y,0
12001513,IDLY STAND 3 PLATE,114,Y,Y,Y,61
12000799,ELITE THALI FLAT BEADING 12CIRCLE CUTTING,114,Y,Y,Y,22
17000048,"PATTA-1.4 MM 15"" (J8)",115,Y,Y,Y,0
50000114,OFFICE EQUIPMENTS - TANEIRA,112,N,Y,Y,0
12000343,GRAND IDLY COOKER 6 PLATE BTM POLISHED-,114,Y,Y,Y,1
12000344,IDLY PLATE SMALL CUP POLISHED-,114,Y,Y,Y,7
12000359,LUNCH BOX-DIAMOND SEMIPACKED,114,Y,Y,Y,16
17000050,PATTA SHEET -0.4MM 16'' (M5),115,Y,Y,Y,0
17000051,PATTA SHEET -1.2MM 19.5'' (M5),115,Y,Y,Y,0
17000052,PATTA SHEET -1.2MM 21.5'' (M5),115,Y,Y,Y,0
17000053,PATTA SHEET -1.0MM 13.5'' (M5),115,Y,Y,Y,0
12001651,STEAM PRO 4 PLATE STAND - LLM,114,Y,Y,Y,0
17000060,PATTA SHEET -1.0MM 12'' (M5),115,Y,Y,Y,0
12001689,ELITE 4000ML OUTER BOTTOM - SPOT WELDED,114,Y,Y,Y,4
17000062,PATTA SHEET -1.0MM 21.5'' (M5),115,Y,Y,Y,0
17000063,PATTA SHEET -1.0MM 19.5'' (M5),115,Y,Y,Y,0
17000064,PATTA SHEET -1.0MM 15 1/2'' (M5),115,Y,Y,Y,0
17000076,DAMAGE SS STRIPS,115,Y,Y,Y,0
17000081,8-3/8(213MM) CIRCLE 0.40MM J4,115,Y,Y,Y,0
12000428,INSULATED VESSEL MINI  BOTTOM POLISH-,114,Y,Y,Y,1
17000092,STAINLESS STEEL COIL -0.5X304X1250MM,115,Y,Y,Y,0
17000111,"6"" CIRCLE 0.40MM J4",115,Y,Y,Y,23
17000112,"7-3/4""  CIRCLE 0.40MM J4",115,Y,Y,Y,0
17000117,NYLON 6 15% GF BK,115,Y,Y,Y,9
17000118,"POM, MEP POLYACETAL RESIN IUPITAL F30-03",115,Y,Y,Y,9
12000611,IDLY COOKER BODY SHEET - SHEAR CUTTING-TTK-155 *654,114,Y,Y,Y,186
12000848,Judge Pan Spoon Large Blank-TTK,114,Y,Y,Y,23
12000504,CONTAINER SMALL LID POLISH-,114,Y,Y,Y,49
17000124,SS 420S2 1.50MM,115,Y,Y,Y,10
17000126,SS-304-0.50 x 1250,115,Y,Y,Y,3
50000105,IT EQUIPMENTS  - MIA,112,N,Y,Y,0
12000835,IDLY COOKER 6 PLATE BOTTOM - BASE WELDING-TTK,114,Y,Y,Y,0
12001638,4 PLATE IDLY COOKER ROD,114,Y,Y,Y,5
12001346,MAGNETIC SHEET - CIRCLE CUTTING,114,Y,Y,Y,0
50000115,OFFICE EQUIPMENTS - MIA,112,N,Y,Y,0
12001754,CLASSIC PLAIN TURNER NO.5 UNPOLISHED,114,Y,Y,Y,0
50000088,HO OFF CABIN,112,N,Y,Y,0
12000653,AKSHAYAPATHRA SMALL BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,61
12001717,CLASSIC TURNER BLANK NO.5,114,Y,Y,Y,7
50000178,16 INCH COPPER EXPANSION FIXTURE LATHE MACHINING DIE,112,N,Y,Y,1
50000179,16 INCH COPPER EXPANSION FIXTURE MILLING DIE,112,N,Y,Y,1
17000169,SS-LN1 - 0.35MM COIL,115,Y,Y,Y,0
12001350,VB DACE TADKA PAN LID -CIRLE CUTTING,114,Y,Y,Y,67
50000094,AIR CONDITIONER NEW BUILDING - KOLATHUR,112,N,Y,Y,0
17000182,WATER FILTER 16 LTR  BOTTOM (0.5X260/657XJSLU DD),115,Y,Y,Y,0
17000183,WATER FILTER 16 LTR  TOP (0.5X260/645XJSLU DD),115,Y,Y,Y,0
17000184,WATER FILTER 22 LTR  BOTTOM (0.5X280/703XJSLU DD),115,Y,Y,Y,0
12001353,"VB DACE TADKA PAN CUP -CIRLE CUTTING-6-1/2""",114,Y,Y,Y,37
17000185,WATER FILTER 22 LTR  TOP (0.5X280/693XJSLU DD),115,Y,Y,Y,0
17000186,WATER FILTER 34 LTR  BOTTOM (0.5X330/790XJSLU DD),115,Y,Y,Y,0
12000660,Bhima TRIPLY FRYPAN 2.5MM BTM - 18 CM,114,Y,Y,Y,1
17000188,SAPHIRE BOTTOM (0.5X200/203X204 CU),115,Y,Y,Y,0
17000189,SAPHIRE LID (0.5X155/195X204 CU),115,Y,Y,Y,0
17000190,SAPHIRE PLATE (0.5X155/190X204 CU),115,Y,Y,Y,0
12000661,Bhima TRIPLY FRYPAN 2.5MM BTM - 20 CM,114,Y,Y,Y,1
12000668,Bhima TRIPLY KADAI 2.5MM LID - 24 CM,114,Y,Y,Y,1
12000676,Bhima TRIPLY TASLA 2.5MM BTM - 22 CM,114,Y,Y,Y,1
12000677,Bhima TRIPLY TASLA 2.5MM BTM - 24 CM,114,Y,Y,Y,1
12000680,Bhima TRIPLY TOPE 2.5MM- LID - 14 CM,114,Y,Y,Y,1
12000682,Bhima TRIPLY TOPE 2.5MM- LID - 16 CM,114,Y,Y,Y,1
12000684,Bhima TRIPLY TOPE 2.5MM- LID - 18 CM,114,Y,Y,Y,1
12000500,WATER FILTER 34 LTR T/C TOP BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,68
18000208,ELITE DESSERT SPOON - LLM,121,Y,Y,Y,5
50000089,KOLATHUR OFFICE 2ND FLOOR RENOVATION,112,N,Y,Y,0
50000180,16 INCH COPPER EXPANSION FIXTURE WIRECUTTING,112,N,Y,Y,1
12001376,3 SEATER DOUBLE REST COVER,114,Y,Y,Y,9
12001377,2&3 SEATER SEAT COVER R.H.S,114,Y,Y,Y,74
12001378,2&3 SEATER SEAT COVER L.H.S,114,Y,Y,Y,69
50000095,ELECTRICAL EQUIPMENTS NEW BUILDING - KOLATHUR,112,N,Y,Y,0
12001404,S & I OF 3-SEATER COMPLETE STAINLESS STEEL(SINGLE) FOR EMU/3PH COACHES -SFG,114,Y,Y,Y,60
12001414,ICF SEATER -NAME BOARD SHEET,114,Y,Y,Y,9
12001705,SAIL-WATER JUG BODY SHEAR CUT,114,Y,Y,Y,6
50000096,IT EQUIPMENTS NEW BUILDING - KOLATHUR,112,N,Y,Y,0
18000258,20 OZ-BLACK STRAIGHT TUMBLER,121,Y,Y,Y,17
50000033,RECTANGULAR 304 LUNCH BOX 1ST OPERATION DIE SET,112,N,Y,Y,0
12000871,Judge Slotted Turner M Blank-TTK,114,Y,Y,Y,22
18000261,20 OZ-EARTHWORM RED TAPER TUMBLER,121,Y,Y,Y,16
50000034,RECTANGULAR 304 LUNCH BOX LID DIE SET,112,N,Y,Y,0
14000047,*IT EXP*,116,N,Y,Y,108
50000045,APPLE POT 1ST OPERATION DIE SET,112,N,Y,Y,0
12001753,"SAIL CIRCLE 5 1/4""",114,Y,Y,Y,0
12000882,Sauce Pan 16CM-2 Magenetic  (Dia -132 mm),114,Y,Y,Y,40
12000495,WATER FILTER 34 LTR T/C BOTTOM BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,68
12000922,PRIME IDLY COOKER 4 PLATE BTM BEEDING,114,Y,Y,Y,1
12000888,LUNCH BOX- DIAMOND BTM -SHEAR CUTTING,114,Y,Y,Y,6
12000368,LADDLE NO 4 - BLANK CUTTING,114,Y,Y,Y,55
12001765,SAIL-FOOD BOWL UNPOLISHED,114,Y,Y,Y,2
12001763,"SAIL N2 0.63X8""3/4 CIRCLE",114,Y,Y,Y,9
50000091,GLASS WORK NEW BUILDING - KOLATHUR,112,N,Y,Y,0
50000058,OG  1.5 TON AIR CONDITIONER,112,N,Y,Y,3
50000059,MILK POT 1.5LTR BULGING OPERATION,112,N,Y,Y,0
12001764,"SAIL-N2 0.63 8""3/4 CIRCLE",114,Y,Y,Y,0
50000092,JOHNSON LIFT NEW BUILDING - KOLATHUR,112,N,Y,Y,0
12000822,INSULATED VESSEL OUTER BASE PLATE UNPOLISHED,114,Y,Y,Y,192
15000242,SEPARATOR PRINTED BOX SMALL-TTK,117,Y,Y,Y,13
15000243,SEPARATOR PRINTED BOX BIG-TTK,117,Y,Y,Y,13
50000055,DACE DOUBLE DELIGHT 1.5LTR INNER FOLDING RAM,112,N,Y,Y,0
50000153,DM M3 COUNTERSHUNK EMPOSSING TOOL WITH PILLER SET,112,N,Y,Y,0
50000049,RUMBLER 16PD INNER CUP 1ST OPERATION DIE,112,N,Y,Y,0
12001238,INSULATED VESSEL OUTER BASE PLATE,114,Y,Y,Y,1
12001257,COFFEE DABARA SMALL - POLISHED DACE,114,Y,Y,Y,26
50000046,APPLE POT 2ND OPERATION DIE SET,112,N,Y,Y,0
50000060,MILK POT 1.5LTR 3RD BULGING OPERATION,112,N,Y,Y,0
50000075,KUMCHA NO4 ROUND BEADING RAM - CTB M/C,112,N,Y,Y,0
50000093,INTERIOR WORK NEW BUILDING - KOLATHUR,112,N,Y,Y,0
50000098,GENSET - TANEIRA,112,N,Y,Y,0
50000100,AIR CONDITIONER  - TANEIRA,112,N,Y,Y,0
12001437,VB DACE MILK POT SMALL CAPSULE,114,Y,Y,Y,19
50000131,KADAI CAPSULE FORMING DIE,112,N,Y,Y,0
50000102,INTERIOR WORK  - MIA,112,N,Y,Y,0
50000103,ELECTRICAL EQUIPMENTS - MIA,112,N,Y,Y,0
50000104,AIR CONDITIONER  - MIA,112,N,Y,Y,0
50000132,LLM GRAND IDLY COOKER 6PLATE BODY BULGING DIE,112,N,Y,Y,0
50000118,DEVELOPMENT COST FOR R&D,112,N,N,Y,0
12001476,IDLY COOKER 4 PLATE BOTTOM CURVE - SPOT WELDING,114,Y,Y,Y,1
50000024,3D EXPERIENCE SOLIDWORKS PROFESSIONAL LICENSE,112,N,Y,Y,6
15000378,BUTTERFLY STICKERS-BIG,117,Y,Y,Y,5
50000184,BIG JALLI PIERCING TOOL,112,N,Y,Y,1
12001521,SAMBAR IDLY STAND 3 PLATE,114,Y,Y,Y,40
12001699,2 LAYER LUNCH BOX-BIG SEMIPACKED,114,Y,Y,Y,6
12001700,2 LAYER LUNCH BOX-SMALL SEMIPACKED,114,Y,Y,Y,4
17000036,SS - 430  0.60MM COIL,115,Y,Y,Y,62
12000837,Judge Laddle Large polihed-TTK,114,Y,Y,Y,39
12001748,"SAIL-IDLY COOKER 4P BTM CIRCLE 15 3/4""",114,Y,Y,Y,0
12001749,"SAIL-CURVE IDLY COOKER 4P BTM CIRCLE 15 3/8""",114,Y,Y,Y,0
12001750,"SAIL-KUMCHA NO.2 (0.63 MM) CIRCLE 10 3/4""",114,Y,Y,Y,0
12001751,"SAIL-SAUCE PAN 20 BTM CIRCLE 13 1/2""",114,Y,Y,Y,0
12001752,"SAIL-SAUCE PAN NO.2 BTM CIRCLE 11 1/2""",114,Y,Y,Y,0
10000513,"""""DACE-PLATINUM-20"""" TORLLEY BAG-GREY""",113,Y,Y,Y,21
10000514,"""""DACE-PLATINUM-20"""" TORLLEY BAG-RED""",113,Y,Y,Y,24
10000519,"""""DACE-MAVERICK-24"""" TROLLEY BAG-COFFEE BROWN""",113,Y,Y,Y,20
10000522,"DACE-PLATINUM-24"" TROLLEY BAG-RED",113,Y,Y,Y,14
10000531,GALON BLACK PRINTED,113,Y,Y,Y,10
10000532,GALON BLUE PRINTED,113,Y,Y,Y,26
10000533,GALON BLACK,113,Y,Y,Y,21
10000534,GALON NAVY,113,Y,Y,Y,4
10000535,GALON TURGUOISE BLUE,113,Y,Y,Y,9
10000536,WISDOM TURGUOISE BLUE,113,Y,Y,Y,8
10000537,WISDOM RED,113,Y,Y,Y,8
10000538,WISDOM GARLAND BLUE,113,Y,Y,Y,10
10000543,HORIZON PEACOCK BLUE,113,Y,Y,Y,15
10000549,URBAN BLU,113,Y,Y,Y,9
10000550,DACE JR-02-BLACK PRINTED,113,Y,Y,Y,10
10000551,DACE-DENIM-BLUE,113,Y,Y,Y,26
10000552,DACE JR-02-BLUE PRINTED,113,Y,Y,Y,10
10000553,DACE-DENIM-GREY,113,Y,Y,Y,12
10000558,Don't Use,113,Y,Y,Y,2
15000675,SELLING PRICE STICKER DEEP DABBA,117,Y,Y,Y,2
15000673,SELLING PRICE STICKER PATTI HANDI MEDIUM,117,Y,Y,Y,4
15000674,SELLING PRICE STICKER TOPE SET,117,Y,Y,Y,2
12001475,JUDGE IDLY COOKER 6 PLATE BOTTOM SPOTWELDING,114,Y,Y,Y,114
12001466,JUDGE IDLY STAND 6 PLATE,114,Y,Y,Y,184
12000849,Judge Pan Spoon  Medium polished -TTK,114,Y,Y,Y,44
15000317,PRESTIGE STICKER-,117,Y,Y,Y,602
12000855,Judge Plain Turner M polished-TTK,114,Y,Y,Y,62
12001123,VB DACE-MILK POT BIG,114,Y,Y,Y,114
12001125,VB DACE-MILK POT SMALL,114,Y,Y,Y,73
12001159,VB DACE - MILKPAN LID (SMALL) - POLISHED,114,Y,Y,Y,21
15000006,LUNCH BAG 3 LAYER BIG -SALEM,117,Y,Y,Y,3
12000863,Judge Skimmer Large Blank-TTK,114,Y,Y,Y,34
16000410,2 MOP,102,Y,Y,Y,2
12000840,Judge Laddle Medium Polished-TTK,114,Y,Y,Y,48
12001760,CLASSIC PLAIN TURNER NO.6 UNPOLISHED,114,Y,Y,Y,3
15000676,LOGO STICKER SMALL + NO.6 - DACE,117,Y,Y,Y,6
12001761,CLASSIC PLAIN TURNER NO.6 POLISHED,114,Y,Y,Y,0
